음식id,칼로리,음식명,단백질,지방,탄수화물,당류,콜레스트롤
2700,556,비스킷/쿠키/크래커_크로켄트,10.2,36.2,47.3,14,
2706,487,비스킷/쿠키/크래커_퍼지브라우니,5.26,,,39.47,
2707,450,비스킷/쿠키/크래커_퍼지월넛 쿠키,6.67,26.67,53.33,26.67,16.67
2708,401,비스킷/쿠키/크래커_포테이토앤칩스 점보팩,3.46,,,9.19,
2709,553,비스킷/쿠키/크래커_피넛 버터,5.26,,,34.21,
2710,522,비스킷/쿠키/크래커_허쉬 초코 멜로 쿠키,8.89,,66.67,26.67,
2711,372,비스킷/쿠키/크래커_허쉬 초콜릿 칩 싱글 쿠키,4,,68,32,
2712,494,비스킷/쿠키/크래커_허쉬 화이트 칩 위드 아몬드 쿠키,8,,66,24,
2715,545,비스킷/쿠키/크래커_흑임자호두 쿠키,7.63,,67.81,34.82,0.44
3902,445,시리얼_무슬리,12,,,37.5,
4800,528,웨이퍼_크리스피초콜릿웨이퍼,7,31,55,36,0
4966,350,젤리_베어리스타 오가닉 젤리,0,,,58.33,
4967,328,젤리_트로피컬원더젤리,0,0,82,70,0
5082,510,초콜릿_로고 코인 다크 초콜릿 골드,10,,,26,
5083,512,초콜릿_로고 코인 밀크 초콜릿 실버,8,,,60,
5084,527,초콜릿_로스티드 아몬드 앤 초콜릿,5.36,,,50,
5085,611,초콜릿_로스티드 헤이즐넛 초콜릿,9.09,,40,36.36,
5086,518,초콜릿_로아커 초콜릿 클래식 다크,6.4,,,34.2,
5087,530,초콜릿_로아커 초콜릿 클래식 밀크,10.6,,,43.8,
5088,503,초콜릿_리저브 초콜릿 세트,5.56,,,52.78,
5089,571,초콜릿_마이 스위티 까페,4.76,,,52.38,
5090,571,초콜릿_마이 스위티 브라운,4.76,,,47.62,
5255,392,캔디_씨프렌즈 캔디,0,,,68,
5256,527,캔디_아몬드 토피넛 캔디,1.67,,,55,
3129,325,소금빵_고짠고짠소금버터링,8.33,11.67,46.67,3.33,0
3130,392,소금빵_발효버터 명란소금빵,7.69,21.54,41.54,7.69,5.38
3131,373,소금빵_발효버터 소금빵,7.27,16.36,49.09,9.09,0
3132,338,소금빵_뺑오플레르,8,,,2,
3133,376,소금빵_앙버터 소금빵,7.63,17.88,47.63,8.88,
6428,307,크로플_감당해봐 대왕크로플,7.27,10.91,38.18,4.55,41.82
6429,237,크로플_내맘담은 종합과자세트 크로플,4.62,9.62,31.54,11.92,23.46
6430,183,크로플_녹차 아이스크림 크로플,3.41,8.78,21.46,12.2,18.05
6432,357,크로플_누텔라 위에 뛰노는 큐브치즈 크로플,6.67,16.67,41.11,17.78,57.78
6433,255,크로플_누텔라 초코 딸기 크로플,4,13,28,19,14
6434,250,크로플_누텔라 초코 바나나 크로플,5,13,25,15,13
6435,363,크로플_누텔라 초코듬뿍 딸기 크로플 딸기청,6,15,43,23,24
6436,351,크로플_누텔라 초코듬뿍 마시멜로 크로플,6.02,10.84,54.22,26.51,27.71
6437,223,크로플_누텔라 초코듬뿍 바나나 크로플,4,7.2,33.6,15.2,18.4
6438,358,크로플_누텔라 초코듬뿍 크로플,7.69,13.85,46.15,16.92,35.38
6439,281,크로플_누텔라 초코범벅에 미치다,6,11.33,35.33,10,31.33
6440,251,크로플_누텔라 초코범벅에 미치다 딸기,4.74,8.42,29.47,8.42,24.74
6441,226,크로플_누텔라 초코범벅에 미치다 바나나,4.5,8,31.5,11,23.5
6442,216,크로플_누텔라 초코범벅에 미치다 생딸기&바나나,4,7.11,28.89,10.22,20.89
6443,251,크로플_누텔라 초코범벅에 미치다 이쁜 너를 위한 생딸기,4.74,8.42,29.47,8.42,24.74
6444,445,크로플_누텔라 크로플,8.96,,,17.91,
6431,260,크로플_누텔라 아이스크림 크로플,4,,,14.67,
6445,478,크로플_누텔라크로플,5.88,,,25.88,
6446,384,크로플_누텔라크림치즈 크로플,7.37,,,16.84,
6447,361,크로플_눈꽃 브라운치즈 크로플,8.57,17.14,40,12.86,55.71
6448,239,크로플_눈꽃 카스텔라 범벅 크로플 생크림 카스텔라,5.56,8.89,32.22,8.89,35.56
6449,301,크로플_눈꽃 카스텔라 범벅 크로플 커스터드 카스텔라,5.56,11.11,41.11,12.22,51.11
6450,387,크로플_단팥생크림 크로플,6.32,,,6.32,
6451,325,크로플_달콤고소 인절미 크로플,8.75,15,36.25,10,32.5
6452,235,크로플_딸기 아이스크림 크로플,6.5,13.8,19.6,18.8,12.8
6453,373,크로플_딸기크림 크로플,5.81,,,20.93,
6454,458,크로플_땅콩범벅이 고소한 초코 크로플,10.91,27.27,54.55,27.27,27.88
6455,267,크로플_로투스 크로플 생크림,5,10,36,12,23
6456,356,크로플_로투스 크로플 초코커스터드크림,6,15,47,18,37
6457,323,크로플_로투스 크로플 커스터드크림,6,13,44,15,37
6458,383,크로플_루비자몽생크림 크로플,6,,,6,
6459,290,크로플_리얼초코 아이스크림 크로플,4.12,,,15.88,
6460,221,크로플_마약크림 딸기 크로플,4,14,25,12,12
6461,232,크로플_마약크림 브륄레 크로플,4,15,21,17,11
6462,240,크로플_마약크림 티라미슈 크로플,5,13.7,26.5,13,12
6463,351,크로플_말차티라미수 크로플,6.67,,,11.43,
6464,375,크로플_매력무엇 돼지바 크로플,5,9.17,67.5,42.5,30.83
6465,360,크로플_메이플 크로플,5.33,,,26.67,
6466,185,크로플_목구멍이 포도 청포도 크로플 생크림,3.64,6.36,26.36,9.09,20.91
6467,235,크로플_목구멍이 포도청포도 크로플 커스터드크림,4.55,8.18,33.64,11.82,33.64
6468,294,크로플_바나나누텔라 크로플,5.22,,,16.52,
6469,308,크로플_바나나생크림누텔라 크로플,4.24,,,15.76,
6470,231,크로플_바닐라 아이스크림 크로플,6.8,15.2,18,17,10.86
6471,425,크로플_버터 크로플,9.09,,,9.09,
6472,244,크로플_베리크런치 아이스크림 크로플,3.16,,,22.11,
6473,221,크로플_붕X싸만코 크로플,5,11.46,18.5,10,12
6474,252,크로플_붕어둥절 붕어싸만코 크로플,4,8,38,15,25
6475,293,크로플_브라운 치즈 크로플,6.32,,,27.37,
6476,425,크로플_브라운치즈 아이스크림 크로플,9.09,,,9.09,
6478,338,크로플_블루베리생크림 크로플,4.29,,,21.43,
6477,225,크로플_블루베리 아이스크림 크로플,2.7,,,20,
6479,175,크로플_블루베리요거트 아이스크림 크로플,3.41,7.32,23.41,14.63,19.51
6481,327,크로플_블루베리크림치즈 크로플,5.5,,,21.1,
6480,368,크로플_블루베리크림 크로플,5.75,,,19.54,
6482,220,크로플_사과품은 크로플,4,10,20,15,12
6483,272,크로플_생딸기생크림 크로플,4.49,,,7.69,
6484,415,크로플_생초콜릿생크림 크로플,5.1,,,17.2,
6485,244,크로플_생크림 고구마구마 크로플,4,7,38,16,23
6486,245,크로플_생크림 과일폭탄 크로플,7.3,14,27.7,18.7,14
6487,220,크로플_생크림 돼지바 크로플,5,11.48,15.8,13,5
6488,217,크로플_생크림 듬뿍 딸기 크로플 딸기청,4,7,28,8,23
6489,112,크로플_생크림 듬뿍 딸기 크로플 생딸기,3.23,4.52,19.35,5.81,14.84
6490,160,크로플_생크림 듬뿍 망고 크로플,3.48,6.09,29.57,11.3,20
6491,163,크로플_생크림 듬뿍 블루베리 크로플,3.64,6.36,30,11.82,20.91
6492,235,크로플_생크림 딸기 크로플,4,14,23,10,14
6493,360,크로플_생크림 딸기잼 크로플,5,7,68,45,23
6494,265,크로플_생크림 로투스 크로플,4.3,15.2,27.5,11,14
6495,219,크로플_생크림 망고 크로플,4,14,25,10,14
6496,253,크로플_생크림 망고치즈케이크 크로플,6,13,27,16,15.2
6497,215,크로플_생크림 블루베리 크로플,4,13,22.7,8,14
6498,226,크로플_생크림 샤인머스캣 크로플,4,14,21.2,9,14
6499,457,크로플_생크림 애플잼 크로플,4,7,91,65,23
6500,288,크로플_생크림 오레오 크로플,5,15.5,33,20,0
6501,275,크로플_생크림 위에 뛰노는 큐브퐁듀 크로플,5,12.5,33.33,15.83,43.33
6502,206,크로플_생크림 큐브망고 크로스 크로플,3.81,6.67,30.48,11.43,21.9
6503,208,크로플_생크림 큐브블루베리 크로스 크로플,3.81,6.67,30.48,12.38,21.9
6504,386,크로플_생크림 크로플,5.71,,,11.43,
6505,401,크로플_생크림누텔라 크로플,5.98,,,16.24,
6506,253,크로플_생크림인절미 크로플,6.36,11.82,28.18,9.09,23.64
6507,255,크로플_아몬드카라멜 아이스크림 크로플,3.03,,,18.79,
6508,353,크로플_아이스크림 크로플,6,,,21,
6509,431,크로플_앙증맞은 앙버터 크로플,5.56,27.78,38.89,11.11,73.33
6510,288,크로플_애플사과 시나몬 크로플,5,7.5,46.25,20,28.75
6511,315,크로플_애플생크림 크로플,4.29,,,16.43,
6512,288,크로플_애플시나몬 크로플,4.81,,,18.27,
6513,345,크로플_약과 크림 크로플,7.83,,,21.74,
6514,235,크로플_오레오 크로플 생크림,4.55,9.09,36.36,10,20.91
6515,322,크로플_오레오 크로플 초코커스터드크림,5,14,45,15,37
6516,289,크로플_오레오 크로플 커스터드크림,5,12,42,12,37
6517,399,크로플_오레오생크림 크로플,5.56,,,15.08,
6518,275,크로플_와플보다 맛있는 플레인 크로플 빵,7,0.8,60,1,0
6519,239,크로플_인생팥 크로플,6.5,12,24.7,17.7,12
6520,486,크로플_인절미 연유 크로플,7.5,,47.5,11.25,
6521,230,크로플_인절미 크로플,5,12,30,13.5,13
6522,360,크로플_전여친 생각 크로플 생크림,5,7,68,45,23
6523,305,크로플_전여친 생각 크로플 크림치즈,6.36,18.18,28.18,10,75.45
6524,222,크로플_체다치즈 크로플,4,13,18,9,12
6525,472,크로플_초땅 반반크로스 크로플,8.33,23.15,64.81,36.11,26.85
6526,234,크로플_초코 아이스크림 크로플,7,14.9,18.7,17.2,13.97
6527,493,크로플_초코 크로플,6.67,,46.67,10.67,
6528,463,크로플_초코벌집 크로플,7.41,,,20.99,
6529,381,크로플_초코크림 크로플,5.88,,,21.18,
6530,463,크로플_초코퐁듀 크로플,7.41,,,20.99,
6531,300,크로플_치즈몽땅 크로플,10.23,19.32,32.95,10.23,56.82
6532,235,크로플_치즈범벅 크로플,5,15,25,11,12
6533,359,크로플_카라멜 브라운치즈 크로플,8,16,42.67,14.67,52
6534,493,크로플_카라멜 크로플,6.67,,46.67,10.67,
6535,562,크로플_카야치즈 크로플,5.88,,,29.19,
6536,220,크로플_카이막 크로플,6,14.75,15,11,1.28
6537,310,크로플_커스터드 브륄레 크로플,5.56,10,45.56,20,41.11
6538,273,크로플_커스터드에 반한 딸기 크로플 딸기청,5,9,35,11,37
6539,267,크로플_커스터드에 반한 딸기 크로플 생딸기,5,9,33,9,37
6540,233,크로플_쿠앤크 아이스크림 크로플,6,14,19,15,13
6541,351,크로플_크림치즈 엎은 누텔라 크로플,7.62,21.9,29.52,10.48,79.05
6542,363,크로플_크림치즈 크로플,7.23,,,10.84,
6543,242,크로플_크림치즈&누텔라 크로플,5,13.8,28,19,13
6544,351,크로플_티라미수 크로플,7.62,,,11.43,
6545,267,크로플_티라미수 크로플 생크림,10,13,26,4,23
6546,326,크로플_티라미수 크로플 초코커스터드 크림,10,16,32,8,33
6547,304,크로플_티라미수 크로플 커스터드 크림,10,15,30,6,33
6548,356,크로플_티라미수크림 크로플,5.75,,,17.24,
6549,205,크로플_프렌치 아이스크림 크로플,2.73,,,15.3,
6550,507,크로플_플레인 크로플,7.14,,45.71,7.14,
6551,438,크로플_플레인크로플,9.09,,,8.18,
6552,299,크로플_호호불어 호떡 크로플,6.67,10.67,38.67,12,30.67
6553,268,크로플_황치즈크림에 스며든 뽀또 크로플,5.26,10.53,35.79,8.42,26.32
6554,260,크로플_황치즈크림위에 뛰노는 큐브치즈 크로플,5.22,12.17,29.57,9.57,45.22
3867,185,스파게티_미트 토마토 파스타,3.13,4.86,30.21,8.33,5.9
3870,231,스파게티_베이컨 크림 파스타,5.39,10.44,28.96,3.03,10.1
3871,247,스파게티_쉬림프 로제 파스타,6.06,11.78,29.63,6.73,8.75
3865,172,스파게티_뇨끼,4.7,8.7,18.8,1.5,
3878,131,스프_단호박 크림 수프,1.67,,,10,
3880,125,스프_양송이 수프,1.5,,,2,
3883,171,스프_콘 수프,2,,,13.5,
3885,136,스프_토마토 로제 수프,2.78,,,7.78,
3887,178,스프_트러플 머쉬룸 수프볼,5.52,,,3.87,
3886,93,스프_트러플 머쉬룸 수프,1.67,,,1.67,
4357,63,어묵국_츠쿠네 어묵탕,5.2,,,1.83,
694,201,닭다리구이_자메이카 통다리구이,20.6,,,0.73,
695,201,닭다리구이_자메이카 통다리구이 반마리,20.6,,,0.73,
706,235,닭발구이_불닭발,17,,17,6,0
707,148,닭발구이_한입쏙직화 닭발,11.88,,,7.31,
1088,295,돼지갈비구이_폭립,24.03,,7.31,0.59,0.03
3845,234,스테이크_닭다리살 스테이크 극한왕갈비맛,13.48,,,2.6,
3846,230,스테이크_닭다리살 스테이크 통다리바비큐맛,13.32,,,1.94,
50,341,감자그라탕_치즈만난감자 그라탕,10.91,,,11.82,
1235,139,떡볶이_국물맵떡,4.09,,,5.69,
1236,180,떡볶이_까르보떡볶이,4.3,,,1.79,
1237,176,떡볶이_로제닭볶이,7.57,,,2.64,
1238,187,떡볶이_로제떡볶이,5.03,,,2.73,
1239,175,떡볶이_로제비엔나 떡볶이,4.6,,31.4,1.9,
1240,147,떡볶이_마늘 떡볶이,3.7,,31.3,5.6,
1249,114,떡볶이_호로록떡볶이,4.13,,,2.25,
2014,108,미트볼조림_샤샤삭슈카,4.7,5.1,10.7,4.7,
80,254,감자튀김_BBQ 감자튀김,3.21,,,0,
82,278,감자튀김_감자볼튀김,2.25,,32.59,,
83,231,감자튀김_모둠 감자튀김,2.44,,,9.26,
84,121,감자튀김_웨지감자,3,,,0,
85,147,감자튀김_크런치감자스틱,1.6,,,0.8,
698,239,닭다리튀김_다리 스틱,24.23,,,2.4,
699,244,닭다리튀김_황금올리브치킨 닭다리,20.78,,,0.96,
700,241,닭다리튀김_황올 반+양념 반 닭다리 치킨,16.32,,,6.07,
704,325,닭모래집튀김_매콤똥집튀김,26,,,,
731,286,닭튀김_No.1포테이토닥토닭 치킨,16.98,,,3.1,
732,327,닭튀김_간장 치킨,27.48,,12.38,2.61,
733,194,닭튀김_갈비천왕 치킨,26.8,,4.19,3.59,0.04
734,275,닭튀김_강정 치킨,18.63,,,3.07,
735,234,닭튀김_고추바사삭 치킨,23.71,,8.35,1.78,0.05
736,395,닭튀김_교촌순살 치킨,28.74,,,2.25,
737,314,닭튀김_교촌오리지날 치킨,28.68,,,1.19,
738,377,닭튀김_교촌윙 치킨,29.14,,,1.74,
739,319,닭튀김_교촌콤보 치킨,28.37,,,1.69,
740,398,닭튀김_극장판치킨 고추치즈편,27.93,,,2.7,
741,322,닭튀김_극한왕갈비 치킨,15.8,,,10.5,
742,287,닭튀김_깐풍요리 치킨,22.61,,14.38,6.56,0.07
743,286,닭튀김_꿀잼 치킨,21.6,,,6.32,
744,257,닭튀김_꿔바로우 치킨,19.08,,,2.46,
747,235,닭튀김_날다닭간장 치킨,24,,,0,
748,233,닭튀김_날다닭마늘 치킨,29,,,0,
746,271,닭튀김_날다닭 치킨,20,,,0,
750,292,닭튀김_눈맞은 치킨,22.16,,,3.14,
752,309,닭튀김_단짠갈릭 치킨,15.79,,,5.4,
754,282,닭튀김_두마리같은한마리치킨주세요,23.88,,,0.22,
756,243,닭튀김_땡초불꽃 치킨,20.7,,15.15,7.41,
755,266,닭튀김_땡초 치킨,21.84,,12.15,3.95,0.09
757,381,닭튀김_레드순살 치킨,28.83,,,7.53,
758,332,닭튀김_레드오리지날 치킨,26.53,,,4.36,
759,355,닭튀김_레드윙 치킨,28.87,,,5.1,
760,303,닭튀김_레드콤보 치킨,26.29,,,4.39,
761,633,닭튀김_레몬크림탕슈 안심 순살,13.3,,58.1,21,
762,318,닭튀김_레블반반콤보 치킨,24.29,,,6.39,
763,364,닭튀김_레허반반순살 치킨,23.95,,,7.2,
764,198,닭튀김_리얼 치킨 꿔바로우,10.84,,24.83,7.71,0.03
765,268,닭튀김_리얼후라이드 치킨,22.91,,,0.6,
767,260,닭튀김_마늘스태미나 치킨,19.04,,,2.79,
768,233,닭튀김_마늘알마니 치킨,17.96,,14.5,6.48,0.05
766,240,닭튀김_마늘 치킨,27,,,0,
769,250,닭튀김_매달구 치킨,23.92,,,2.08,
770,358,닭튀김_매운 간장 치킨,26.99,,13.37,2.45,
771,278,닭튀김_매운 양념 치킨,23.64,,15.49,5.12,
772,297,닭튀김_매운양념 치킨,16.75,,,3.82,
773,130,닭튀김_매운양념 치킨 반마리,8.38,,,0.91,
774,232,닭튀김_맵소이닭 치킨,24,,,1,
775,259,닭튀김_맵슐랭 치킨 오리지널,24,,,2,
776,256,닭튀김_모두의마요 치킨,25.43,,9.65,1.91,0.02
778,311,닭튀김_바삭갈릭 치킨,18.29,,,2.38,
779,293,닭튀김_바삭담백한 후라이드 치킨,25.3,,,0.24,
780,396,닭튀김_반반순살 치킨,26,,,4,
781,323,닭튀김_반반오리지날 치킨,27.6,,,2.77,
782,366,닭튀김_반반윙 치킨,29,,,3.42,
783,311,닭튀김_반반콤보 치킨,27.33,,,3.04,
784,196,닭튀김_볼케이노 치킨,24,,6,4.82,0.04
785,228,닭튀김_불금 치킨,22.94,,9.18,5.48,0.04
786,280,닭튀김_불짬뽕 치킨,18.11,,19.11,4.22,
787,250,닭튀김_불패 치킨,23,,,1.7,
788,362,닭튀김_블랙시크릿 순살 치킨,21.13,,,9.79,
789,313,닭튀김_블랙시크릿 오리지날 치킨,22.47,,,7.7,
790,332,닭튀김_블랙시크릿 콤보 치킨,22.3,,,8.4,
791,306,닭튀김_블랙페퍼 반+레드착착 반 치킨,20.88,,,0.8,
793,325,닭튀김_살살후라이드 치킨,18.88,,,1.02,
792,325,닭튀김_살살후라이드 미니 치킨,18.88,,,1.02,
795,265,닭튀김_생그라나 치킨,24,,,1,
796,282,닭튀김_소보로 치킨,18,,,2,
797,309,닭튀김_소이갈릭스 치킨,21.44,,,2.32,
798,315,닭튀김_순살 뿌리고 치킨 매콤달콤한맛,20.59,,17.08,2.93,0.12
799,258,닭튀김_순살 뿌리고 치킨 오리지날,21.19,,12.92,2.5,0.06
800,300,닭튀김_쉑쉑양꼬치킨,23.96,,,1.06,
801,239,닭튀김_스리라차 치킨,19,,,1.6,
802,271,닭튀김_스모크 치킨,22.13,,,0,
803,136,닭튀김_스모크 치킨 반마리,11.07,,,0,
804,279,닭튀김_스윗츠갈릭 치킨,20.76,,19.74,8,
805,374,닭튀김_시그니처순살 치킨 세트,25.54,,,5.55,
806,273,닭튀김_아빠의제주깜슐랭 치킨,18.67,,,15.03,
808,248,닭튀김_양념 치킨,19.44,,18.7,7.78,
809,221,닭튀김_양념히어로 치킨,21.56,,13.9,7.71,0.05
810,270,닭튀김_오리지날 양념 치킨,16.34,,,6.82,
811,270,닭튀김_오리지날 양념 치킨 반마리,16.34,,,6.82,
812,230,닭튀김_오븐 바사삭 윙 치킨,26.29,,7.14,2.08,0.04
813,230,닭튀김_오븐 바사삭 치킨,26.29,,7.14,2.09,0.04
814,206,닭튀김_요거치즈닝치킨 안심 순살,16.76,,18.76,1.35,
815,282,닭튀김_윙+다리 치킨,23.59,,9.88,2.37,
817,266,닭튀김_윙봉스간장 치킨,23,,,0,
818,284,닭튀김_윙봉스마늘 치킨,23,,,0,
816,289,닭튀김_윙봉스 치킨,22,,,0,
819,287,닭튀김_자메이카 소떡만나 치킨,17.43,,,4.81,
821,275,닭튀김_자메이카 소떡만나치 킨 순살,19.01,,,5.89,
820,272,닭튀김_자메이카 소떡만나 치킨 콤보,16.23,,,5.08,
822,270,닭튀김_조선레드 치킨,23.41,,,4.89,
823,322,닭튀김_착착갈릭 치킨,16.23,,,5.12,
824,314,닭튀김_청양고추마요 치킨,16.7,,16,2.5,
825,257,닭튀김_치요링 치킨,22,,,0.4,
826,228,닭튀김_치즈바사삭 치킨,24.47,,9.82,3.62,0.07
827,263,닭튀김_크런치 순살크래커 치킨,18.49,,,0.4,
828,274,닭튀김_크런치 올치팝,13.03,,,3.74,
829,236,닭튀김_크리미양파 치킨,20,,,2.3,
830,261,닭튀김_크리미어니언 치킨,12.79,,,2.93,
831,315,닭튀김_크리스피 반+레드착착 반 치킨,20.21,,,0.81,
832,314,닭튀김_크리스피 반+블랙페퍼 반 치킨,20.18,,,0.48,
833,314,닭튀김_크리스피 후라이드 치킨,22.55,,,0.18,
834,290,닭튀김_타코마요 치킨,20.08,,11.08,4.18,
835,303,닭튀김_티키타코 순살 치킨,17,,,1.8,
836,224,닭튀김_파닭 치킨,20,,,1.3,
837,220,닭튀김_파더’s 치킨,22.52,,,0.7,
838,204,닭튀김_파채소이살살 치킨,8.53,,,10.65,
839,278,닭튀김_프라임핫쵸킹 치킨,18.95,,,5.52,
840,287,닭튀김_핫쵸킹 치킨,21.16,,,3.71,
841,323,닭튀김_핫황금올리브 치킨 크리스피,19.5,,,0.49,
842,323,닭튀김_핫황금올리브 치킨 크리스피 반마리,19.5,,,0.49,
843,263,닭튀김_핫후라이드 치킨,23,,,0,
844,216,닭튀김_허니멜로 치킨,26,,4.34,4.14,0.05
845,346,닭튀김_허니순살 치킨,19.08,,,6.88,
846,329,닭튀김_허니오리지날 치킨,21.24,,,3.56,
847,356,닭튀김_허니점보윙 치킨,23.65,,,6.16,
848,319,닭튀김_허니콤보 치킨,18.59,,,4.52,
849,244,닭튀김_호식이 안심텐더,17.03,,18.33,2.24,
850,254,닭튀김_황금올리브 치킨,18.77,,,0.36,
853,254,닭튀김_황금올리브 치킨 반마리,18.77,,,0.36,
851,308,닭튀김_황금올리브 치킨 레드착착,20.91,,,1.12,
852,154,닭튀김_황금올리브 치킨 레드착착 반마리,10.46,,,0.56,
854,304,닭튀김_황금올리브 치킨 블랙페퍼,20.85,,,0.47,
855,304,닭튀김_황금올리브 치킨 블랙페퍼 반마리,20.85,,,0.47,
